,Year,Month,Beverage,Gallons,Ethanol,Population,PerCapita,PerCapita3yr,PctChange,State
433,2017,10,1,1045346,429637,5037634,0.0853,,,Missouri
434,2017,10,1,162942,66969,613251,0.1092,,,North Dakota
435,2017,10,1,874900,359584,5545920,0.0648,,,Tennessee
436,2017,10,1,3366337,1383565,22572383,0.0613,,,Texas
437,2017,10,1,935204,384369,7015247,0.0548,,,Virginia
438,2017,10,1,1067570,438771,4805415,0.0913,,,Wisconsin
439,2017,10,2,187725,24217,593378,0.0408,,,Alaska
440,2017,10,2,329767,42540,2455022,0.0173,,,Arkansas
441,2017,10,2,1599055,206278,4634346,0.0445,,,Colorado
442,2017,10,2,1371876,176972,3015481,0.0587,,,Connecticut
443,2017,10,2,7116123,917980,17722275,0.0518,,,Florida
444,2017,10,2,3271374,422007,10556100,0.04,,,Illinois
445,2017,10,2,466770,60213,3670568,0.0164,,,Kentucky
446,2017,10,2,916585,118239,3807282,0.0311,,,Louisiana
447,2017,10,2,2237509,288639,5815595,0.0496,,,Massachusetts
448,2017,10,2,1428600,184289,5037634,0.0366,,,Missouri
449,2017,10,2,141182,18212,613251,0.0297,,,North Dakota
450,2017,10,2,1365870,176197,3468412,0.0508,,,Oregon
451,2017,10,2,1162100,149911,5545920,0.027000000000000003,,,Tennessee
452,2017,10,2,4757581,613728,22572383,0.0272,,,Texas
453,2017,10,2,2397859,309324,7015247,0.0441,,,Virginia
454,2017,10,2,1344302,173415,4805415,0.0361,,,Wisconsin
455,2017,10,3,997871,44904,593378,0.0757,,,Alaska
456,2017,10,3,4265696,191956,2455022,0.0782,,,Arkansas
457,2017,10,3,8972300,403754,4634346,0.0871,,,Colorado
458,2017,10,3,4222705,190022,3015481,0.063,,,Connecticut
459,2017,10,3,33834345,1522546,17722275,0.0859,,,Florida
460,2017,10,3,20376090,916924,10556100,0.0869,,,Illinois
461,2017,10,3,4311939,194037,2356231,0.0824,,,Kansas
462,2017,10,3,6236816,280657,3670568,0.0765,,,Kentucky
463,2017,10,3,9290960,418093,5815595,0.0719,,,Massachusetts
464,2017,10,3,10267423,462034,5037634,0.0917,,,Missouri
465,2017,10,3,1576512,70943,613251,0.1157,,,North Dakota
466,2017,10,3,8276684,372451,3468412,0.1074,,,Oregon
467,2017,10,3,9706658,436800,5545920,0.0788,,,Tennessee
468,2017,10,3,52507834,2362853,22572383,0.1047,,,Texas
469,2017,10,3,12274679,552361,7015247,0.0787,,,Virginia
470,2017,11,1,147474,60612,593378,0.1021,,,Alaska
471,2017,11,1,375820,154462,2455022,0.0629,,,Arkansas
472,2017,11,1,1198683,492659,4634346,0.1063,,,Colorado
473,2017,11,1,682880,280664,3015481,0.0931,,,Connecticut
474,2017,11,1,4001209,1644497,17722275,0.0928,,,Florida
475,2017,11,1,2023196,831533,10556100,0.0788,,,Illinois
476,2017,11,1,533858,219415,2356231,0.0931,,,Kansas
477,2017,11,1,642724,264160,3670568,0.07200000000000001,,,Kentucky
478,2017,11,1,817453,335973,3807282,0.0882,,,Louisiana
479,2017,11,1,1192117,489960,5815595,0.0842,,,Massachusetts
480,2017,11,1,1174026,482525,5037634,0.0958,,,Missouri
481,2017,11,1,170289,69989,613251,0.1141,,,North Dakota
482,2017,11,1,914543,375877,5545920,0.0678,,,Tennessee
483,2017,11,1,3222290,1324361,22572383,0.0587,,,Texas
484,2017,11,1,1006638,413728,7015247,0.059000000000000004,,,Virginia
485,2017,11,1,1607309,660604,4805415,0.1375,,,Wisconsin
486,2017,11,2,193979,25023,593378,0.0422,,,Alaska
487,2017,11,2,445343,57449,2455022,0.0234,,,Arkansas
488,2017,11,2,1749042,225626,4634346,0.0487,,,Colorado
489,2017,11,2,1443115,186162,3015481,0.0617,,,Connecticut
490,2017,11,2,8056380,1039273,17722275,0.0586,,,Florida
491,2017,11,2,3709028,478465,10556100,0.0453,,,Illinois
492,2017,11,2,526878,67967,3670568,0.0185,,,Kentucky
493,2017,11,2,954343,123110,3807282,0.0323,,,Louisiana
494,2017,11,2,2860233,368970,5815595,0.0634,,,Massachusetts
495,2017,11,2,1438737,185597,5037634,0.0368,,,Missouri
496,2017,11,2,193879,25010,613251,0.0408,,,North Dakota
497,2017,11,2,1359068,175320,3468412,0.0505,,,Oregon
498,2017,11,2,1181308,152389,5545920,0.0275,,,Tennessee
499,2017,11,2,5677453,732391,22572383,0.0324,,,Texas
500,2017,11,2,2589542,334051,7015247,0.0476,,,Virginia
501,2017,11,2,1391875,179552,4805415,0.0374,,,Wisconsin
502,2017,11,3,988678,44491,593378,0.075,,,Alaska
503,2017,11,3,4282967,192734,2455022,0.0785,,,Arkansas
504,2017,11,3,9314560,419155,4634346,0.0904,,,Colorado
505,2017,11,3,4245835,191063,3015481,0.0634,,,Connecticut
506,2017,11,3,35372822,1591777,17722275,0.0898,,,Florida
507,2017,11,3,20100372,904517,10556100,0.0857,,,Illinois
508,2017,11,3,3700194,166509,2356231,0.0707,,,Kansas
509,2017,11,3,6274016,282331,3670568,0.0769,,,Kentucky
510,2017,11,3,9394224,422740,5815595,0.0727,,,Massachusetts
511,2017,11,3,9835082,442579,5037634,0.0879,,,Missouri
512,2017,11,3,1618559,72835,613251,0.1188,,,North Dakota
513,2017,11,3,6728926,302802,3468412,0.0873,,,Oregon
514,2017,11,3,10312181,464048,5545920,0.0837,,,Tennessee
515,2017,11,3,51468933,2316102,22572383,0.1026,,,Texas
516,2017,11,3,12115574,545201,7015247,0.0777,,,Virginia
517,2017,12,1,164071,67433,593378,0.1136,,,Alaska
518,2017,12,1,373784,153625,2455022,0.0626,,,Arkansas
519,2017,12,1,1572105,646135,4634346,0.1394,,,Colorado
520,2017,12,1,592301,243436,3015481,0.0807,,,Connecticut
521,2017,12,1,5659929,2326231,17722275,0.1313,,,Florida
522,2017,12,1,2662850,1094431,10556100,0.1037,,,Illinois
523,2017,12,1,412362,169481,2356231,0.0719,,,Kansas
524,2017,12,1,668296,274670,3670568,0.0748,,,Kentucky
525,2017,12,1,974117,400362,3807282,0.1052,,,Louisiana
526,2017,12,1,1721765,707646,5815595,0.1217,,,Massachusetts
527,2017,12,1,1140300,468663,5037634,0.09300000000000001,,,Missouri
528,2017,12,1,198340,81518,613251,0.1329,,,North Dakota
529,2017,12,1,1014254,416858,5545920,0.0752,,,Tennessee
530,2017,12,1,4528222,1861099,22572383,0.0825,,,Texas
531,2017,12,1,1275484,524224,7015247,0.0747,,,Virginia
532,2017,12,1,1259250,517552,4805415,0.1077,,,Wisconsin
533,2017,12,2,222366,28685,593378,0.0483,,,Alaska
534,2017,12,2,454631,58647,2455022,0.0239,,,Arkansas
535,2017,12,2,1983162,255828,4634346,0.0552,,,Colorado
536,2017,12,2,1359326,175353,3015481,0.0582,,,Connecticut
537,2017,12,2,7778717,1003454,17722275,0.0566,,,Florida
538,2017,12,2,4173641,538400,10556100,0.051,,,Illinois
539,2017,12,2,605296,78083,3670568,0.0213,,,Kentucky
540,2017,12,2,1054703,136057,3807282,0.0357,,,Louisiana
541,2017,12,2,3516473,453625,5815595,0.078,,,Massachusetts
542,2017,12,2,1358518,175249,5037634,0.0348,,,Missouri
543,2017,12,2,192377,24817,613251,0.0405,,,North Dakota
544,2017,12,2,1404561,181188,3468412,0.0522,,,Oregon
545,2017,12,2,1303818,168193,5545920,0.0303,,,Tennessee
546,2017,12,2,5669725,731395,22572383,0.0324,,,Texas
547,2017,12,2,2627284,338920,7015247,0.0483,,,Virginia
548,2017,12,2,1514767,195405,4805415,0.0407,,,Wisconsin
549,2017,12,3,951832,42832,593378,0.0722,,,Alaska
550,2017,12,3,3554971,159974,2455022,0.0652,,,Arkansas
551,2017,12,3,8940531,402324,4634346,0.0868,,,Colorado
552,2017,12,3,4334193,195039,3015481,0.0647,,,Connecticut
553,2017,12,3,36252995,1631385,17722275,0.0921,,,Florida
554,2017,12,3,20681226,930655,10556100,0.0882,,,Illinois
555,2017,12,3,4454594,200457,2356231,0.0851,,,Kansas
556,2017,12,3,5807974,261359,3670568,0.0712,,,Kentucky
557,2017,12,3,9076318,408434,5815595,0.0702,,,Massachusetts
558,2017,12,3,8623704,388067,5037634,0.077,,,Missouri
559,2017,12,3,1249997,56250,613251,0.0917,,,North Dakota
560,2017,12,3,6864559,308905,3468412,0.0891,,,Oregon
561,2017,12,3,9337033,420166,5545920,0.0758,,,Tennessee
562,2017,12,3,61463877,2765874,22572383,0.1225,,,Texas
563,2017,12,3,11761998,529290,7015247,0.0754,,,Virginia
564,2018,1,1,98477,40474,590760,0.0685,,,Alaska
565,2018,1,1,324055,133187,2465297,0.054000000000000006,,,Arkansas
566,2018,1,1,817826,336126,4715895,0.0713,,,Colorado
567,2018,1,1,450195,185030,3019150,0.0613,,,Connecticut
568,2018,1,1,3030298,1245453,17980787,0.0693,,,Florida
569,2018,1,1,1127188,463274,10533371,0.044000000000000004,,,Illinois
570,2018,1,1,308550,126814,2364319,0.0536,,,Kansas
571,2018,1,1,764728,314303,3681254,0.0854,,,Kentucky
572,2018,1,1,706151,290228,3803169,0.0763,,,Louisiana
573,2018,1,1,637339,261946,5844357,0.0448,,,Massachusetts
574,2018,1,1,678966,279055,5056750,0.0552,,,Missouri
575,2018,1,1,132079,54285,615077,0.0883,,,North Dakota
576,2018,1,1,1146347,471149,5605408,0.0841,,,Tennessee
577,2018,1,1,3923754,1612663,22899863,0.0704,,,Texas
578,2018,1,1,827043,339915,7056421,0.0482,,,Virginia
579,2018,1,1,1360739,559264,4829270,0.1158,,,Wisconsin
580,2018,1,2,142634,18400,590760,0.0311,,,Alaska
581,2018,1,2,461603,59547,2465297,0.0242,,,Arkansas
582,2018,1,2,1209841,156069,4715895,0.0331,,,Colorado
583,2018,1,2,877249,113165,3019150,0.0375,,,Connecticut
584,2018,1,2,6425127,828841,17980787,0.0461,,,Florida
585,2018,1,2,2276536,293673,10533371,0.0279,,,Illinois
586,2018,1,2,737988,95200,3681254,0.0259,,,Kentucky
587,2018,1,2,756882,97638,3803169,0.0257,,,Louisiana
588,2018,1,2,1455782,187796,5844357,0.0321,,,Massachusetts
589,2018,1,2,1104595,142493,5056750,0.0282,,,Missouri
590,2018,1,2,92191,11893,615077,0.0193,,,North Dakota
591,2018,1,2,1308405,168784,3509161,0.0481,,,Oregon
592,2018,1,2,1566471,202075,5605408,0.036000000000000004,,,Tennessee
593,2018,1,2,5824195,751321,22899863,0.0328,,,Texas
594,2018,1,2,1979290,255328,7056421,0.0362,,,Virginia
595,2018,1,2,1247042,160868,4829270,0.0333,,,Wisconsin
596,2018,1,3,853471,38406,590760,0.065,,,Alaska
597,2018,1,3,3432858,154479,2465297,0.0627,,,Arkansas
598,2018,1,3,8221948,369988,4715895,0.0785,,,Colorado
599,2018,1,3,3475487,156397,3019150,0.0518,,,Connecticut
600,2018,1,3,30856769,1388555,17980787,0.0772,,,Florida
601,2018,1,3,16291882,733135,10533371,0.0696,,,Illinois
602,2018,1,3,3487456,156936,2364319,0.0664,,,Kansas
603,2018,1,3,5219706,234887,3681254,0.0638,,,Kentucky
604,2018,1,3,8571266,385707,5844357,0.066,,,Massachusetts
605,2018,1,3,8635242,388586,5056750,0.0768,,,Missouri
606,2018,1,3,1600740,72033,615077,0.1171,,,North Dakota
607,2018,1,3,5961485,268267,3509161,0.0764,,,Oregon
608,2018,1,3,8436602,379647,5605408,0.0677,,,Tennessee
609,2018,1,3,49917251,2246276,22899863,0.0981,,,Texas
610,2018,1,3,10337992,465210,7056421,0.0659,,,Virginia
611,2018,2,1,115497,47469,590760,0.0804,,,Alaska
612,2018,2,1,263526,108309,2465297,0.0439,,,Arkansas
613,2018,2,1,945955,388788,4715895,0.0824,,,Colorado
614,2018,2,1,582425,239377,3019150,0.0793,,,Connecticut
615,2018,2,1,3363052,1382215,17980787,0.0769,,,Florida
616,2018,2,1,1453104,597226,10533371,0.0567,,,Illinois
617,2018,2,1,314081,129087,2364319,0.0546,,,Kansas
618,2018,2,1,464229,190798,3681254,0.0518,,,Kentucky
619,2018,2,1,707773,290895,3803169,0.0765,,,Louisiana
620,2018,2,1,836547,343821,5844357,0.0588,,,Massachusetts
621,2018,2,1,905544,372179,5056750,0.0736,,,Missouri
622,2018,2,1,145183,59670,615077,0.09699999999999999,,,North Dakota
623,2018,2,1,749755,308149,5605408,0.055,,,Tennessee
624,2018,2,1,3087678,1269036,22899863,0.0554,,,Texas
625,2018,2,1,845134,347350,7056421,0.0492,,,Virginia
626,2018,2,1,691741,284305,4829270,0.0589,,,Wisconsin
627,2018,2,2,172662,22273,590760,0.0377,,,Alaska
628,2018,2,2,405821,52351,2465297,0.0212,,,Arkansas
629,2018,2,2,1488187,191976,4715895,0.0407,,,Colorado
630,2018,2,2,1085931,140085,3019150,0.0464,,,Connecticut
631,2018,2,2,6578234,848592,17980787,0.0472,,,Florida
632,2018,2,2,2699222,348200,10533371,0.0331,,,Illinois
633,2018,2,2,429116,55356,3681254,0.015,,,Kentucky
634,2018,2,2,766577,98888,3803169,0.026000000000000002,,,Louisiana
635,2018,2,2,1977273,255068,5844357,0.0436,,,Massachusetts
636,2018,2,2,1065291,137422,5056750,0.0272,,,Missouri
637,2018,2,2,109512,14127,615077,0.023,,,North Dakota
638,2018,2,2,1194997,154155,3509161,0.0439,,,Oregon
639,2018,2,2,936941,120865,5605408,0.0216,,,Tennessee
640,2018,2,2,4573227,589946,22899863,0.0258,,,Texas
641,2018,2,2,1956567,252397,7056421,0.0358,,,Virginia
642,2018,2,2,1087536,140292,4829270,0.0291,,,Wisconsin
643,2018,2,3,800332,36015,590760,0.061,,,Alaska
644,2018,2,3,2966671,133500,2465297,0.0542,,,Arkansas
645,2018,2,3,7637602,343692,4715895,0.0729,,,Colorado
646,2018,2,3,3477474,156486,3019150,0.0518,,,Connecticut
647,2018,2,3,32061208,1442754,17980787,0.0802,,,Florida
648,2018,2,3,15846820,713107,10533371,0.0677,,,Illinois
649,2018,2,3,3920856,176439,2364319,0.0746,,,Kansas
650,2018,2,3,4276289,192433,3681254,0.0523,,,Kentucky
651,2018,2,3,7851774,353330,5844357,0.0605,,,Massachusetts
652,2018,2,3,8880706,399632,5056750,0.079,,,Missouri
653,2018,2,3,1321458,59466,615077,0.0967,,,North Dakota
654,2018,2,3,7174470,322851,3509161,0.092,,,Oregon
655,2018,2,3,8989078,404509,5605408,0.0722,,,Tennessee
656,2018,2,3,40212532,1809564,22899863,0.079,,,Texas
657,2018,2,3,9846875,443109,7056421,0.0628,,,Virginia
658,2018,3,1,146482,60204,590760,0.1019,,,Alaska
659,2018,3,1,309671,127275,2465297,0.0516,,,Arkansas
660,2018,3,1,1127897,463566,4715895,0.0983,,,Colorado
661,2018,3,1,581199,238873,3019150,0.0791,,,Connecticut
662,2018,3,1,4248314,1746057,17980787,0.0971,,,Florida
663,2018,3,1,1744864,717139,10533371,0.0681,,,Illinois
664,2018,3,1,324393,133325,2364319,0.0564,,,Kansas
665,2018,3,1,501503,206118,3681254,0.055999999999999994,,,Kentucky
666,2018,3,1,725856,298327,3803169,0.0784,,,Louisiana
667,2018,3,1,1177042,483764,5844357,0.0828,,,Massachusetts
668,2018,3,1,1059605,435498,5056750,0.0861,,,Missouri
669,2018,3,1,145176,59667,615077,0.09699999999999999,,,North Dakota
670,2018,3,1,794541,326556,5605408,0.0583,,,Tennessee
671,2018,3,1,2786463,1145236,22899863,0.05,,,Texas
672,2018,3,1,1003337,412371,7056421,0.0584,,,Virginia
673,2018,3,1,1364602,560851,4829270,0.1161,,,Wisconsin
674,2018,3,2,174287,22483,590760,0.0381,,,Alaska
675,2018,3,2,273980,35343,2465297,0.0143,,,Arkansas
676,2018,3,2,1462188,188622,4715895,0.04,,,Colorado
677,2018,3,2,1173642,151400,3019150,0.0501,,,Connecticut
678,2018,3,2,7081970,913574,17980787,0.0508,,,Florida
679,2018,3,2,2841758,366587,10533371,0.0348,,,Illinois
680,2018,3,2,436126,56260,3681254,0.0153,,,Kentucky
681,2018,3,2,817949,105515,3803169,0.0277,,,Louisiana
682,2018,3,2,2298401,296494,5844357,0.0507,,,Massachusetts
683,2018,3,2,1229069,158550,5056750,0.0314,,,Missouri
684,2018,3,2,133114,17172,615077,0.0279,,,North Dakota
685,2018,3,2,989711,127673,3509161,0.0364,,,Oregon
686,2018,3,2,1032747,133224,5605408,0.0238,,,Tennessee
687,2018,3,2,4687214,604651,22899863,0.0264,,,Texas
688,2018,3,2,2157825,278359,7056421,0.0394,,,Virginia
689,2018,3,2,1031066,133008,4829270,0.0275,,,Wisconsin
690,2018,3,3,1043925,46977,590760,0.0795,,,Alaska
691,2018,3,3,3826933,172212,2465297,0.0699,,,Arkansas
692,2018,3,3,9076780,408455,4715895,0.0866,,,Colorado
693,2018,3,3,4052383,182357,3019150,0.0604,,,Connecticut
694,2018,3,3,39961633,1798273,17980787,0.1,,,Florida
695,2018,3,3,20238181,910718,10533371,0.0865,,,Illinois
696,2018,3,3,3273628,147313,2364319,0.0623,,,Kansas
697,2018,3,3,6053717,272417,3681254,0.07400000000000001,,,Kentucky
698,2018,3,3,9268952,417103,5844357,0.0714,,,Massachusetts
699,2018,3,3,10165038,457427,5056750,0.0905,,,Missouri
700,2018,3,3,1611119,72500,615077,0.1179,,,North Dakota
701,2018,3,3,5836436,262640,3509161,0.0748,,,Oregon
702,2018,3,3,8893413,400204,5605408,0.0714,,,Tennessee
703,2018,3,3,41103841,1849673,22899863,0.0808,,,Texas
704,2018,3,3,11680290,525613,7056421,0.0745,,,Virginia
705,2018,4,1,130423,53604,590760,0.0907,,,Alaska
706,2018,4,1,349578,143676,2465297,0.0583,,,Arkansas
707,2018,4,1,983583,404253,4715895,0.0857,,,Colorado
708,2018,4,1,577703,237436,3019150,0.0786,,,Connecticut
709,2018,4,1,3202792,1316347,17980787,0.0732,,,Florida
710,2018,4,1,1567726,644336,10533371,0.0612,,,Illinois
711,2018,4,1,355618,146159,2364319,0.0618,,,Kansas
712,2018,4,1,658357,270585,3681254,0.0735,,,Kentucky
713,2018,4,1,763637,313855,3803169,0.0825,,,Louisiana
714,2018,4,1,1130526,464646,5844357,0.0795,,,Massachusetts
715,2018,4,1,1094243,449734,5056750,0.0889,,,Missouri
716,2018,4,1,149221,61330,615077,0.0997,,,North Dakota
717,2018,4,1,937268,385217,5605408,0.0687,,,Tennessee
718,2018,4,1,3441133,1414306,22899863,0.0618,,,Texas
719,2018,4,1,896245,368357,7056421,0.0522,,,Virginia
720,2018,4,1,828298,340431,4829270,0.0705,,,Wisconsin
721,2018,4,2,172554,22259,590760,0.0377,,,Alaska
722,2018,4,2,388767,50151,2465297,0.0203,,,Arkansas
723,2018,4,2,1366953,176337,4715895,0.0374,,,Colorado
724,2018,4,2,1046670,135020,3019150,0.0447,,,Connecticut
725,2018,4,2,6253772,806737,17980787,0.0449,,,Florida
726,2018,4,2,2742556,353790,10533371,0.0336,,,Illinois
727,2018,4,2,501400,64681,3681254,0.0176,,,Kentucky
728,2018,4,2,803821,103693,3803169,0.0273,,,Louisiana
729,2018,4,2,2122841,273846,5844357,0.0469,,,Massachusetts
730,2018,4,2,1150705,148441,5056750,0.0294,,,Missouri
731,2018,4,2,165481,21347,615077,0.0347,,,North Dakota
732,2018,4,2,1354141,174684,3509161,0.0498,,,Oregon
733,2018,4,2,1039213,134058,5605408,0.0239,,,Tennessee
734,2018,4,2,5100960,658024,22899863,0.0287,,,Texas
735,2018,4,2,2119923,273470,7056421,0.0388,,,Virginia
736,2018,4,2,1232836,159036,4829270,0.0329,,,Wisconsin
737,2018,4,3,1055553,47500,590760,0.0804,,,Alaska
738,2018,4,3,4278354,192526,2465297,0.0781,,,Arkansas
739,2018,4,3,9283901,417776,4715895,0.0886,,,Colorado
740,2018,4,3,4089022,184006,3019150,0.0609,,,Connecticut
741,2018,4,3,34197933,1538907,17980787,0.0856,,,Florida
742,2018,4,3,18619331,837870,10533371,0.0795,,,Illinois
743,2018,4,3,4589267,206517,2364319,0.0873,,,Kansas
744,2018,4,3,6536486,294142,3681254,0.0799,,,Kentucky
745,2018,4,3,9990808,449586,5844357,0.0769,,,Massachusetts
746,2018,4,3,10513356,473101,5056750,0.0936,,,Missouri
747,2018,4,3,1790521,80573,615077,0.131,,,North Dakota
748,2018,4,3,6715475,302196,3509161,0.0861,,,Oregon
749,2018,4,3,9070506,408173,5605408,0.0728,,,Tennessee
750,2018,4,3,55511953,2498038,22899863,0.1091,,,Texas
751,2018,4,3,11825435,532145,7056421,0.0754,,,Virginia
752,2018,5,1,170517,70082,590760,0.1186,,,Alaska
753,2018,5,1,345357,141942,2465297,0.0576,,,Arkansas
754,2018,5,1,1280263,526188,4715895,0.1116,,,Colorado
755,2018,5,1,651780,267882,3019150,0.0887,,,Connecticut
756,2018,5,1,4438432,1824195,17980787,0.1015,,,Florida
757,2018,5,1,2106508,865775,10533371,0.0822,,,Illinois
758,2018,5,1,381561,156821,2364319,0.0663,,,Kansas
759,2018,5,1,634085,260609,3681254,0.0708,,,Kentucky
760,2018,5,1,866494,356129,3803169,0.0936,,,Louisiana
761,2018,5,1,1243967,511271,5844357,0.0875,,,Massachusetts
762,2018,5,1,1150294,472771,5056750,0.0935,,,Missouri
763,2018,5,1,178910,73532,615077,0.1195,,,North Dakota
764,2018,5,1,872784,358714,5605408,0.064,,,Tennessee
765,2018,5,1,3066434,1260304,22899863,0.055,,,Texas
766,2018,5,1,1007599,414123,7056421,0.0587,,,Virginia
767,2018,5,1,1411063,579947,4829270,0.1201,,,Wisconsin
768,2018,5,2,227382,29332,590760,0.0497,,,Alaska
769,2018,5,2,386407,49846,2465297,0.0202,,,Arkansas
770,2018,5,2,1619821,208957,4715895,0.0443,,,Colorado
771,2018,5,2,1218370,157170,3019150,0.0521,,,Connecticut
772,2018,5,2,6736071,868953,17980787,0.0483,,,Florida
773,2018,5,2,3436581,443319,10533371,0.0421,,,Illinois
774,2018,5,2,543216,70075,3681254,0.019,,,Kentucky
775,2018,5,2,866099,111727,3803169,0.0294,,,Louisiana
776,2018,5,2,2608430,336487,5844357,0.0576,,,Massachusetts
777,2018,5,2,1437551,185444,5056750,0.0367,,,Missouri
778,2018,5,2,118802,15325,615077,0.0249,,,North Dakota
779,2018,5,2,1144124,147592,3509161,0.0421,,,Oregon
780,2018,5,2,1140540,147130,5605408,0.0262,,,Tennessee
781,2018,5,2,4493748,579693,22899863,0.0253,,,Texas
782,2018,5,2,2402391,309908,7056421,0.0439,,,Virginia
783,2018,5,2,1233138,159075,4829270,0.0329,,,Wisconsin
784,2018,5,3,1471144,66201,590760,0.1121,,,Alaska
785,2018,5,3,4168817,187597,2465297,0.0761,,,Arkansas
786,2018,5,3,11391585,512621,4715895,0.1087,,,Colorado
787,2018,5,3,5292315,238154,3019150,0.0789,,,Connecticut
788,2018,5,3,38204836,1719218,17980787,0.0956,,,Florida
789,2018,5,3,27076451,1218440,10533371,0.1157,,,Illinois
790,2018,5,3,4229828,190342,2364319,0.0805,,,Kansas
791,2018,5,3,6077525,273489,3681254,0.0743,,,Kentucky
792,2018,5,3,11980166,539107,5844357,0.0922,,,Massachusetts
793,2018,5,3,11351765,510829,5056750,0.10099999999999999,,,Missouri
794,2018,5,3,2002751,90124,615077,0.1465,,,North Dakota
795,2018,5,3,8317656,374295,3509161,0.1067,,,Oregon
796,2018,5,3,11329707,509837,5605408,0.091,,,Tennessee
797,2018,5,3,49532983,2228984,22899863,0.0973,,,Texas
798,2018,5,3,14932272,671952,7056421,0.0952,,,Virginia
799,2018,6,1,178321,73290,590760,0.1241,,,Alaska
800,2018,6,1,356892,146683,2465297,0.0595,,,Arkansas
801,2018,6,1,1443123,593124,4715895,0.1258,,,Colorado
802,2018,6,1,725985,298380,3019150,0.0988,,,Connecticut
803,2018,6,1,4556683,1872797,17980787,0.1042,,,Florida
804,2018,6,1,2300859,945653,10533371,0.0898,,,Illinois
805,2018,6,1,410545,168734,2364319,0.0714,,,Kansas
806,2018,6,1,669299,275082,3681254,0.0747,,,Kentucky
807,2018,6,1,817489,335988,3803169,0.0883,,,Louisiana
808,2018,6,1,1886511,775356,5844357,0.1327,,,Massachusetts
809,2018,6,1,1105612,454407,5056750,0.0899,,,Missouri
810,2018,6,1,198113,81424,615077,0.1324,,,North Dakota
811,2018,6,1,1086443,446528,5605408,0.0797,,,Tennessee
812,2018,6,1,3430558,1409959,22899863,0.0616,,,Texas
813,2018,6,1,1000336,411138,7056421,0.0583,,,Virginia
814,2018,6,1,1353176,556155,4829270,0.1152,,,Wisconsin
815,2018,6,2,238895,30818,590760,0.0522,,,Alaska
816,2018,6,2,386132,49811,2465297,0.0202,,,Arkansas
817,2018,6,2,1648142,212610,4715895,0.0451,,,Colorado
818,2018,6,2,1225289,158062,3019150,0.0524,,,Connecticut
819,2018,6,2,5644383,728125,17980787,0.0405,,,Florida
820,2018,6,2,3310542,427060,10533371,0.0405,,,Illinois
821,2018,6,2,594336,76669,3681254,0.0208,,,Kentucky
822,2018,6,2,773656,99802,3803169,0.0262,,,Louisiana
823,2018,6,2,3188854,411362,5844357,0.0704,,,Massachusetts
824,2018,6,2,1232223,158957,5056750,0.0314,,,Missouri
825,2018,6,2,115738,14930,615077,0.0243,,,North Dakota
826,2018,6,2,1226729,158248,3509161,0.0451,,,Oregon
827,2018,6,2,1216042,156869,5605408,0.027999999999999997,,,Tennessee
828,2018,6,2,5265589,679261,22899863,0.0297,,,Texas
829,2018,6,2,2210286,285127,7056421,0.0404,,,Virginia
830,2018,6,2,1349861,174132,4829270,0.0361,,,Wisconsin
831,2018,6,3,1530573,68876,590760,0.1166,,,Alaska
832,2018,6,3,4358800,196146,2465297,0.0796,,,Arkansas
833,2018,6,3,12141166,546352,4715895,0.1159,,,Colorado
834,2018,6,3,5525896,248665,3019150,0.0824,,,Connecticut
835,2018,6,3,36300447,1633520,17980787,0.0908,,,Florida
836,2018,6,3,25327016,1139716,10533371,0.1082,,,Illinois
837,2018,6,3,5032461,226461,2364319,0.0958,,,Kansas
838,2018,6,3,6706676,301800,3681254,0.08199999999999999,,,Kentucky
839,2018,6,3,11500753,517534,5844357,0.0886,,,Massachusetts
840,2018,6,3,12407177,558323,5056750,0.1104,,,Missouri
841,2018,6,3,2482170,111698,615077,0.1816,,,North Dakota
842,2018,6,3,8865811,398961,3509161,0.1137,,,Oregon
843,2018,6,3,11401713,513077,5605408,0.0915,,,Tennessee
844,2018,6,3,63190179,2843558,22899863,0.1242,,,Texas
845,2018,6,3,14031257,631407,7056421,0.0895,,,Virginia
846,2018,7,1,177449,72932,590760,0.1235,,,Alaska
847,2018,7,1,321088,131967,2465297,0.0535,,,Arkansas
848,2018,7,1,1081737,444594,4715895,0.0943,,,Colorado
849,2018,7,1,641849,263800,3019150,0.0874,,,Connecticut
850,2018,7,1,2981875,1225551,17980787,0.0682,,,Florida
851,2018,7,1,1543075,634204,10533371,0.0602,,,Illinois
852,2018,7,1,437930,179989,2364319,0.0761,,,Kansas
853,2018,7,1,728707,299499,3681254,0.0814,,,Kentucky
854,2018,7,1,715762,294178,3803169,0.0774,,,Louisiana
855,2018,7,1,894598,367680,5844357,0.0629,,,Massachusetts
856,2018,7,1,933718,383758,5056750,0.0759,,,Missouri
857,2018,7,1,160418,65932,615077,0.1072,,,North Dakota
858,2018,7,1,1033545,424787,5605408,0.0758,,,Tennessee
859,2018,7,1,3204869,1317201,22899863,0.0575,,,Texas
860,2018,7,1,965704,396904,7056421,0.0562,,,Virginia
861,2018,7,1,1229870,505476,4829270,0.1047,,,Wisconsin
862,2018,7,2,221210,28536,590760,0.0483,,,Alaska
863,2018,7,2,409359,52807,2465297,0.0214,,,Arkansas
864,2018,7,2,1457177,187976,4715895,0.0399,,,Colorado
865,2018,7,2,1140290,147097,3019150,0.0487,,,Connecticut
